Ticker,Category,CompanyName,Exchange
ATRC,Medical Instruments & Supplies,"AtriCure, Inc.",NGM
ATRI,Medical Instruments & Supplies,Atrion Corporation,NMS
ATRM,Technical Services,"ATRM Holdings, Inc.",PNK
ATRO,Aerospace/Defense Products & Services,Astronics Corporation,NMS
ATRS,Medical Instruments & Supplies,"Antares Pharma, Inc.",NCM
ATSG,Air Delivery & Freight Services,"Air Transport Services Group, Inc.",NMS
ATTO,Business Services,Atento S.A.,NYQ
ATTU,Technical & System Software,Attunity Ltd.,NCM
ATU,Diversified Machinery,Actuant Corporation,NYQ
ATV,Catalog & Mail Order Houses,"Acorn International, Inc.",NYQ
ATVI,Multimedia & Graphics Software,"Activision Blizzard, Inc.",NMS
ATW,Oil & Gas Drilling & Exploration,"Atwood Oceanics, Inc.",NYQ
AU,Gold,AngloGold Ashanti Limited,NYQ
AUBN,Regional - Southeast Banks,"Auburn National Bancorporation, Inc.",NGM
AUDC,Communication Equipment,AudioCodes Ltd.,NMS
AUMN,Industrial Metals & Minerals,Golden Minerals Company,ASE
AUNB,Regional - Pacific Banks,Americas United Bank,PNK
AUO,Semiconductor - Broad Line,AU Optronics Corp.,NYQ
AUSI,Industrial Electrical Equipment,"Aura Systems, Inc.",PNK
AUTCF,Auto Dealerships,Fincera Inc.,PNK
AUXO,Business Services,"Auxilio, Inc.",ASE
AUY,Gold,Yamana Gold Inc.,NYQ
AVA,Diversified Utilities,Avista Corporation,NYQ
AVAV,Aerospace/Defense Products & Services,"AeroVironment, Inc.",NMS
AVB,REIT - Residential,"AvalonBay Communities, Inc.",NYQ
AVBH,Regional - Pacific Banks,"Avidbank Holdings, Inc.",PNK
AVD,Agricultural Chemicals,American Vanguard Corporation,NYQ
AVEO,Biotechnology,"AVEO Pharmaceuticals, Inc.",NCM
AVGG,Business Software & Services,"Advanced Technologies Group, Ltd.",PNK
AVGO,Semiconductor - Broad Line,Broadcom Limited,NMS
AVGR,Medical Appliances & Equipment,"Avinger, Inc.",NGM
AVHI,Residential Construction,"AV Homes, Inc.",NMS
AVID,Multimedia & Graphics Software,"Avid Technology, Inc.",NMS
AVNW,Communication Equipment,"Aviat Networks, Inc.",NMS
AVOI,Application Software,"Advanced Voice Recognition Systems, Inc.",PNK
AVP,Personal Products,"Avon Products, Inc.",NYQ
AVRN,Business Software & Services,Avra Inc.,PNK
AVT,Electronics Wholesale,"Avnet, Inc.",NYQ
AVX,Diversified Electronics,AVX Corporation,NYQ
AVXL,Biotechnology,Anavex Life Sciences Corp.,NCM
AVY,Business Equipment,Avery Dennison Corporation,NYQ
AWGI,Pollution & Treatment Controls,Ambient Water Corporation,PNK
AWI,General Building Materials,"Armstrong World Industries, Inc.",NYQ
AWK,Water Utilities,"American Water Works Company, Inc.",NYQ
AWR,Water Utilities,American States Water Company,NYQ
AWRE,Application Software,"Aware, Inc.",NGM
AWX,Waste Management,Avalon Holdings Corporation,ASE
AXAS,Independent Oil & Gas,Abraxas Petroleum Corporation,NCM
AXDX,Medical Laboratories & Research,"Accelerate Diagnostics, Inc.",NCM
AXE,Industrial Equipment Wholesale,Anixter International Inc.,NYQ
AXGN,Medical Appliances & Equipment,"AxoGen, Inc.",NCM
AXIM,Conglomerates,"AXIM Biotechnologies, Inc.",PNK
AXIO,Industrial Metals & Minerals,Axiom Oil and Gas Corp.,PNK
AXL,Auto Parts,"American Axle & Manufacturing Holdings, Inc.",NYQ
AXLX,Multimedia & Graphics Software,"Axiologix, Inc.",PNK
AXMM,Technical Services,Axiom Corp.,PNK
AXN,Drug Manufacturers - Major,"Aoxing Pharmaceutical Company, Inc.",ASE
AXON,Biotechnology,Axovant Sciences Ltd.,NYQ
AXP,Credit Services,American Express Company,NYQ
AXPW,Industrial Electrical Equipment,"Axion Power International, Inc.",PNK
AXR,Business Services,AMREP Corporation,NYQ
AXRX,Drug Related Products,Amexdrug Corp.,PNK
AXS,Property & Casualty Insurance,AXIS Capital Holdings Limited,NYQ
AXTA,Specialty Chemicals,Axalta Coating Systems Ltd.,NYQ
AXTI,Semiconductor - Integrated Circuits,"AXT, Inc.",NMS
AXU,Industrial Metals & Minerals,Alexco Resource Corp.,ASE
AYI,Diversified Electronics,"Acuity Brands, Inc.",NYQ
AYR,Rental & Leasing Services,Aircastle Limited,NYQ
AZN,Drug Manufacturers - Major,AstraZeneca PLC,NYQ
AZO,Auto Parts Stores,"AutoZone, Inc.",NYQ
AZPN,Business Software & Services,"Aspen Technology, Inc.",NMS
AZRH,Conglomerates,Azure Holding Group Corp.,PNK
AZZ,Diversified Machinery,AZZ Inc.,NYQ
B,Industrial Equipment & Components,Barnes Group Inc.,NYQ
BA,Aerospace/Defense Products & Services,The Boeing Company,NYQ
BAA,Gold,Banro Corporation,ASE
BABA,"Specialty Retail, Other",Alibaba Group Holding Limited,NYQ
BABB,Processed & Packaged Goods,"BAB, Inc.",PNK
BABY,Medical Appliances & Equipment,Natus Medical Incorporated,NMS
BAC,Money Center Banks,Bank of America Corporation,NYQ
BAH,Management Services,Booz Allen Hamilton Holding Corporation,NYQ
BAK,Chemicals - Major Diversified,Braskem S.A.,NYQ
BAM,Real Estate Development,Brookfield Asset Management Inc.,NYQ
BANC,Regional - Pacific Banks,"Banc of California, Inc.",NYQ
BANF,Regional - Southwest Banks,BancFirst Corporation,NMS
BANR,Regional - Mid-Atlantic Banks,Banner Corporation,NMS
BAP,Money Center Banks,Credicorp Ltd.,NYQ
BARZ,Waste Management,"5BARz International, Inc.",PNK
BAS,Oil & Gas Equipment & Services,"Basic Energy Services, Inc.",NYQ
BASI,Research Services,"Bioanalytical Systems, Inc.",NCM
BAX,Medical Instruments & Supplies,Baxter International Inc.,NYQ
BAYK,Regional - Mid-Atlantic Banks,"Bay Banks of Virginia, Inc.",PNK
BBBK,Regional - Pacific Banks,Baker Boyer Bancorp,PNK
BBBY,Home Furnishing Stores,Bed Bath & Beyond Inc.,NMS
BBD,Foreign Regional Banks,Banco Bradesco S.A.,NYQ
BBDO,Foreign Regional Banks,Banco Bradesco S.A.,NYQ
BBG,Oil & Gas Drilling & Exploration,Bill Barrett Corporation,NYQ
BBGI,Broadcasting - Radio,"Beasley Broadcast Group, Inc.",NGM
BBL,Industrial Metals & Minerals,BHP Billiton plc,NYQ
BBLS,Independent Oil & Gas,Petrolia Energy Corporation,PNK
BBOX,Networking & Communication Devices,Black Box Corporation,NMS
BBRG,Restaurants,"Bravo Brio Restaurant Group, Inc.",NMS
BBSI,Staffing & Outsourcing Services,"Barrett Business Services, Inc.",NMS
BBT,Regional - Southeast Banks,BB&T Corporation,NYQ
BBVA,Foreign Regional Banks,"Banco Bilbao Vizcaya Argentaria, S.A.",NYQ
BBW,Toy & Hobby Stores,"Build-A-Bear Workshop, Inc.",NYQ
BBX,Property Management,BBX Capital Corporation,NYQ
BBY,Electronics Stores,"Best Buy Co., Inc.",NYQ
BC,"Recreational Goods, Other",Brunswick Corporation,NYQ
BCBP,Regional - Northeast Banks,"BCB Bancorp, Inc.",NGM
BCC,"Lumber, Wood Production",Boise Cascade Company,NYQ
BCE,Telecom Services - Domestic,BCE Inc.,NYQ
BCEI,Independent Oil & Gas,Bonanza Creek Energy Inc.,NYQ
BCH,Foreign Regional Banks,Banco de Chile,NYQ
BCLI,Biotechnology,Brainstorm Cell Therapeutics Inc.,NCM
BCML,Regional - Pacific Banks,BayCom Corp.,PNK
BCO,Security & Protection Services,The Brink's Company,NYQ
BCOM,Diversified Communication Services,B Communications Ltd,NMS
BCOR,Internet Information Providers,"Blucora, Inc.",NMS
BCOV,Application Software,Brightcove Inc.,NMS
BCPC,Chemicals - Major Diversified,Balchem Corporation,NMS
BCR,Medical Instruments & Supplies,"C. R. Bard, Inc.",NYQ
BCRH,Property & Casualty Insurance,Blue Capital Reinsurance Holdings Ltd.,NYQ
BCRX,Biotechnology,"BioCryst Pharmaceuticals, Inc.",NMS
BCS,Foreign Money Center Banks,Barclays PLC,NYQ
BCYP,Marketing Services,"Blue Calypso, Inc.",PNK
BDC,Industrial Electrical Equipment,Belden Inc.,NYQ
BDCO,Independent Oil & Gas,Blue Dolphin Energy Company,PNK
BDGE,Regional - Northeast Banks,"Bridge Bancorp, Inc.",NMS
BDL,Specialty Eateries,"Flanigan's Enterprises, Inc.",ASE
BDMS,Business Services,"Birner Dental Management Services, Inc.",PNK
BDN,REIT - Diversified,Brandywine Realty Trust,NYQ
BDR,Communication Equipment,"Blonder Tongue Laboratories, Inc.",ASE
BDSI,Biotechnology,"BioDelivery Sciences International, Inc.",NCM
BDX,Medical Instruments & Supplies,"Becton, Dickinson and Company",NYQ
BEAT,Medical Laboratories & Research,"BioTelemetry, Inc.",NMS
BEBE,Apparel Stores,"Bebe Stores, Inc.",NCM
BECN,General Building Materials,"Beacon Roofing Supply, Inc.",NMS
BEES,Pollution & Treatment Controls,"BEESFREE, Inc.",PNK
BEL,Lodging,Belmond Ltd.,NYQ
BELFB,Diversified Electronics,Bel Fuse Inc.,NMS
BEN,Asset Management,"Franklin Resources, Inc.",NYQ
BEOB,Regional - Pacific Banks,BEO Bancorp,PNK
BEP,Diversified Utilities,Brookfield Renewable Partners L.P.,NYQ
BERK,Regional - Northeast Banks,Berkshire Bancorp Inc.,PNK
BERY,Packaging & Containers,"Berry Global Group, Inc.",NYQ
BEST,Packaging & Containers,"Shiner International, Inc.",PNK
BETR,Food - Major Diversified,"Amplify Snack Brands, Inc.",NYQ
BEUT,Personal Products,"Science to Consumers, Inc.",PNK
BFAM,Personal Services,Bright Horizons Family Solutions Inc.,NYQ
BF-B,Beverages - Wineries & Distillers,Brown-Forman Corporation,NYQ
BFDI,Security Software & Services,"Brekford Traffic Safety, Inc.",OBB
BFFI,Regional - Midwest Banks,"Ben Franklin Financial, Inc.",OBB
BFGC,Gold,Bullfrog Gold Corp.,PNK
BFIN,Savings & Loans,BankFinancial Corporation,NMS
BFLS,Specialty Chemicals,Biofuels Power Corporation,PNK
BFR,Foreign Regional Banks,BBVA Banco Francés S.A.,NYQ
BFRE,Specialty Chemicals,"BlueFire Renewables, Inc.",PNK
BFS,REIT - Retail,Saul Centers Inc.,NYQ
BG,Farm Products,Bunge Limited,NYQ
BGC,Industrial Equipment & Components,General Cable Corporation,NYQ
BGCP,Investment Brokerage - National,"BGC Partners, Inc.",NMS
BGFV,Sporting Goods Stores,Big 5 Sporting Goods Corporation,NMS
BGG,Diversified Machinery,Briggs & Stratton Corporation,NYQ
BGI,Jewelry Stores,Birks Group Inc.,ASE
BGMD,Medical Laboratories & Research,"BG Medicine, Inc.",PNK
BGS,Processed & Packaged Goods,"B&G Foods, Inc.",NYQ
BGSF,Staffing & Outsourcing Services,"BG Staffing, Inc.",ASE
BH,Restaurants,Biglari Holdings Inc.,NYQ
BHAC,Conglomerates,Barington/Hilco Acquisition Corp.,NCM
BHB,Regional - Northeast Banks,Bar Harbor Bankshares,ASE
BHBK,Money Center Banks,"Blue Hills Bancorp, Inc.",NMS
BHE,Printed Circuit Boards,"Benchmark Electronics, Inc.",NYQ
BHLB,Savings & Loans,"Berkshire Hills Bancorp, Inc.",NYQ
BHP,Industrial Metals & Minerals,BHP Billiton Limited,NYQ
BHTG,Industrial Equipment & Components,"BioHiTech Global, Inc.",PNK
BHWB,Savings & Loans,"Blackhawk Bancorp, Inc.",PNK
BICB,"Air Services, Other","BioCube, Inc.",PNK
BID,"Specialty Retail, Other",Sotheby's,NYQ
BIDU,Internet Information Providers,"Baidu, Inc.",NMS
BIEI,Biotechnology,"Premier Biomedical, Inc.",PNK
BIG,"Discount, Variety Stores","Big Lots, Inc.",NYQ
BIIB,Biotechnology,Biogen Inc.,NMS
BIO,Medical Laboratories & Research,"Bio-Rad Laboratories, Inc.",NYQ
BIOA,Chemicals - Major Diversified,BioAmber Inc.,NYQ
BIOAF,Chemicals - Major Diversified,biOasis Technologies Inc.,PNK
BIOC,Medical Laboratories & Research,"Biocept, Inc.",NCM
BIOL,Medical Instruments & Supplies,"BIOLASE, Inc.",NCM
BIOS,Home Health Care,"BioScrip, Inc.",NMS
BIP,Diversified Utilities,Brookfield Infrastructure Partners L.P.,NYQ
BITA,Internet Information Providers,Bitauto Holdings Limited,NYQ
BJRI,Restaurants,"BJ's Restaurants, Inc.",NMS
BK,Asset Management,The Bank of New York Mellon Corporation,NYQ
BKCT,Food Wholesale,"DTS8 Coffee Company, Ltd.",PNK
BKD,Long-Term Care Facilities,Brookdale Senior Living Inc.,NYQ
BKE,Apparel Stores,"The Buckle, Inc.",NYQ
BKEP,Oil & Gas Pipelines,"Blueknight Energy Partners, L.P.",NGM
BKFS,Business Software & Services,"Black Knight Financial Services, Inc.",NYQ
BKH,Electric Utilities,Black Hills Corporation,NYQ
BKJ,Savings & Loans,"Bancorp Of New Jersey, Inc.",ASE
BKMU,Savings & Loans,Bank Mutual Corporation,NMS
BKOR,Regional - Mid-Atlantic Banks,"Oak Ridge Financial Services, Inc.",PNK
BKS,"Specialty Retail, Other","Barnes & Noble, Inc.",NYQ
BKSC,Regional - Mid-Atlantic Banks,Bank of South Carolina Corporation,NCM
BKU,Regional - Mid-Atlantic Banks,"BankUnited, Inc.",NYQ
BKYI,Security Software & Services,"BIO-key International, Inc.",NCM
BLBD,Auto Manufacturers - Major,Blue Bird Corporation,NGM
BLBK,Personal Products,"BOLDFACE Group, Inc.",PNK
BLCK,Cleaning Products,"Blackcraft Cult, Inc.",PNK
BLCM,Biotechnology,"Bellicum Pharmaceuticals, Inc.",NGM
BLD,General Building Materials,TopBuild Corp.,NYQ
BLDP,Industrial Electrical Equipment,Ballard Power Systems Inc.,NGM
BLDR,General Building Materials,"Builders FirstSource, Inc.",NMS
BLFS,Medical Appliances & Equipment,"BioLife Solutions, Inc.",NCM
BLGO,Synthetics,"BioLargo, Inc.",PNK
BLIN,Application Software,"Bridgeline Digital, Inc.",NCM
BLK,Asset Management,"BlackRock, Inc.",NYQ
BLKB,Business Software & Services,"Blackbaud, Inc.",NMS
BLKG,Oil & Gas Drilling & Exploration,Black Stallion Oil and Gas Inc,PNK
BLL,Packaging & Containers,Ball Corporation,NYQ
BLMN,Restaurants,"Bloomin' Brands, Inc.",NMS
BLMT,Money Center Banks,"BSB Bancorp, Inc.",NCM
BLPG,Security & Protection Services,"Blue Line Protection Group, Inc.",PNK
BLPH,Biotechnology,"Bellerophon Therapeutics, Inc.",NGM
BLQN,Trucks & Other Vehicles,Balqon Corporation,PNK
BLUE,Biotechnology,"bluebird bio, Inc.",NMS
BLVD,Conglomerates,Boulevard Acquisition Corp. II,NCM
BLX,Foreign Money Center Banks,"Banco Latinoamericano de Comercio Exterior, S.A",NYQ
BMA,Foreign Regional Banks,Banco Macro S.A.,NYQ
BMBM,Independent Oil & Gas,"BMB Munai, Inc.",PNK
BMBN,Regional - Mid-Atlantic Banks,"Benchmark Bankshares, Inc.",PNK
BMI,Scientific & Technical Instruments,"Badger Meter, Inc.",NYQ
BMMCF,Conglomerates,Kbridge Energy Corp.,PNK
BMNM,REIT - Diversified,"Bimini Capital Management, Inc.",PNK
BMO,Money Center Banks,Bank of Montreal,NYQ
BMRA,Medical Instruments & Supplies,"Biomerica, Inc.",NCM
BMRC,Regional - Pacific Banks,Bank of Marin Bancorp,NCM
BMRN,Biotechnology,BioMarin Pharmaceutical Inc.,NMS
BMS,Packaging & Containers,"Bemis Company, Inc.",NYQ
BMTC,Regional - Mid-Atlantic Banks,Bryn Mawr Bank Corporation,NMS
BMXI,Nonmetallic Mineral Mining,Brookmount Explorations Inc.,PNK
BMY,Drug Manufacturers - Major,Bristol-Myers Squibb Company,NYQ
BNCL,Regional - Northeast Banks,"Beneficial Bancorp, Inc.",NMS
BNED,"Specialty Retail, Other","Barnes & Noble Education, Inc.",NYQ
BNET,Pollution & Treatment Controls,"Bion Environmental Technologies, Inc.",PNK
BNFT,Application Software,"Benefitfocus, Inc.",NGM
BNNP,Regional - Pacific Banks,"Bank of Napa, N.A.",OBB
BNS,Money Center Banks,The Bank of Nova Scotia,NYQ
BNSO,Industrial Electrical Equipment,Bonso Electronics International Inc.,NCM
BNXR,Independent Oil & Gas,Brinx Resources Ltd.,PNK
BOBE,Restaurants,"Bob Evans Farms, Inc.",NMS
BOCH,Regional - Mid-Atlantic Banks,Bank of Commerce Holdings,NGM
BOFI,Savings & Loans,"BofI Holding, Inc.",NMS
BOH,Regional - Pacific Banks,Bank of Hawaii Corporation,NYQ
BOJA,Restaurants,"Bojangles', Inc.",NMS
BOKF,Regional - Southwest Banks,BOK Financial Corporation,NMS
BOMK,Regional - Mid-Atlantic Banks,Bank of McKenney,PNK
BONT,Department Stores,"The Bon-Ton Stores, Inc.",NMS
BOOM,Metal Fabrication,DMC Global Inc.,NMS
BOOT,Apparel Stores,"Boot Barn Holdings, Inc.",NYQ
BORN,Beverages - Brewers,China New Borun Corporation,NYQ
BORT,Savings & Loans,Bank Of Botetourt,PNK
BOSC,Communication Equipment,B.O.S. Better Online Solutions Ltd.,NCM
BOTJ,Regional - Mid-Atlantic Banks,"Bank of the James Financial Group, Inc.",NCM
BOX,Application Software,"Box, Inc.",NYQ
BP,Major Integrated Oil & Gas,BP p.l.c.,NYQ
BPFH,Regional - Northeast Banks,"Boston Private Financial Holdings, Inc.",NMS
BPI,Education & Training Services,"Bridgepoint Education, Inc.",NYQ
BPL,Oil & Gas Pipelines,"Buckeye Partners, L.P.",NYQ
BPMC,Biotechnology,Blueprint Medicines Corporation,NMS
BPMX,Biotechnology,BioPharmX Corporation,ASE
BPOP,Foreign Regional Banks,"Popular, Inc.",NMS
BPSR,Recreational Vehicles,"Biotech Products Services and Research, Inc.",PNK
BPT,Oil & Gas Refining & Marketing,BP Prudhoe Bay Royalty Trust,NYQ
BPTH,Drug Delivery,"Bio-Path Holdings, Inc.",NCM
BPY,Real Estate Development,Brookfield Property Partners L.P.,NYQ
BR,Information & Delivery Services,"Broadridge Financial Solutions, Inc.",NYQ
BRBI,Savings & Loans,"Blue River Bancshares, Inc.",PNK
BRBW,Regional - Northeast Banks,Brunswick Bancorp,PNK
BRC,Security Software & Services,Brady Corporation,NYQ
BRCD,Data Storage Devices,"Brocade Communications Systems, Inc.",NMS
BREW,Beverages - Brewers,"Craft Brew Alliance, Inc.",NMS
BRFH,Beverages - Soft Drinks,"Barfresh Food Group, Inc.",PNK
BRFS,Meat Products,BRF S.A.,NYQ
BRID,Meat Products,Bridgford Foods Corporation,NGM
BRK-A,Property & Casualty Insurance,Berkshire Hathaway Inc.,NYQ
BRKK,Conglomerates,"BRK, Inc.",PNK
BRKL,Savings & Loans,"Brookline Bancorp, Inc.",NMS
BRKR,Medical Laboratories & Research,Bruker Corporation,NMS
BRKS,Semiconductor Equipment & Materials,"Brooks Automation, Inc.",NMS
BRN,Independent Oil & Gas,"Barnwell Industries, Inc.",ASE
BRO,Insurance Brokers,"Brown & Brown, Inc.",NYQ
BRS,Oil & Gas Equipment & Services,Bristow Group Inc.,NYQ
BRSS,Metal Fabrication,"Global Brass and Copper Holdings, Inc.",NYQ
BRT,Mortgage Investment,BRT Apartments Corp.,NYQ
BRX,REIT - Retail,Brixmor Property Group Inc.,NYQ
BRZL,Industrial Metals & Minerals,"Scepter Holdings, Inc.",PNK
BSAC,Money Center Banks,Banco Santander-Chile,NYQ
BSBR,Foreign Regional Banks,Banco Santander (Brasil) S.A.,NYQ
BSCA,Regional - Pacific Banks,Bank of Santa Clarita,PNK
BSET,Home Furnishings & Fixtures,"Bassett Furniture Industries, Incorporated",NMS
BSF,Savings & Loans,"Bear State Financial, Inc.",NGM
BSFT,Application Software,"BroadSoft, Inc.",NMS
BSHF,Waste Management,"Bioshaft Water Technology, Inc.",PNK
BSM,Independent Oil & Gas,"Black Stone Minerals, L.P.",NYQ
BSMX,Foreign Regional Banks,"Grupo Financiero Santander México, S.A.B. de C.V.",NYQ
BSPA,Regional - Northeast Banks,"Ballston Spa Bancorp, Inc.",OBB
BSPE,Business Services,"Blacksands Petroleum, Inc.",PNK
BSPM,Drug Manufacturers - Major,"Biostar Pharmaceuticals, Inc.",NCM
BSQR,Application Software,BSQUARE Corporation,NGM
BSRAF,Gold,Besra Gold Inc.,PNK
BSRC,Scientific & Technical Instruments,"BioSolar, Inc.",PNK
BSRR,Regional - Pacific Banks,Sierra Bancorp,NMS
BSTC,Biotechnology,BioSpecifics Technologies Corp.,NGM
BSTG,Biotechnology,"Biostage, Inc.",NCM
BSX,Medical Appliances & Equipment,Boston Scientific Corporation,NYQ
BT,Diversified Communication Services,BT Group plc,NYQ
BTE,Independent Oil & Gas,Baytex Energy Corp.,NYQ
BTFL,Conglomerates,"Monarch America, Inc.",PNK
BTG,Gold,B2Gold Corp.,ASE
BTHE,Biotechnology,"Boston Therapeutics, Inc.",PNK
BTHR,Food - Major Diversified,"Sports Venues of Florida, Inc.",PNK
BTI,Cigarettes,British American Tobacco p.l.c.,NYQ
BTN,Photographic Equipment & Supplies,"Ballantyne Strong, Inc",ASE
BTOW,"Movie Production, Theaters",Belltower Entertainment Corp.,PNK
BTU,Industrial Metals & Minerals,Peabody Energy Corporation,NYQ
BTX,Biotechnology,"BioTime, Inc.",ASE
BUD,Beverages - Brewers,Anheuser-Busch InBev SA/NV,NYQ
BUFF,Food - Major Diversified,"Blue Buffalo Pet Products, Inc.",NMS
BUKS,Aerospace/Defense Products & Services,Butler National Corporation,PNK
BURL,"Discount, Variety Stores","Burlington Stores, Inc.",NYQ
BUSE,Regional - Midwest Banks,First Busey Corporation,NMS
BV,Application Software,"Bazaarvoice, Inc.",NMS
BVBC,Regional - Midwest Banks,Blue Valley Ban Corp.,PNK
BVFL,Regional - Mid-Atlantic Banks,"BV Financial, Inc.",PNK
BVN,Industrial Metals & Minerals,CompaÃ±Ã­a de Minas Buenaventura S.A.A.,NYQ
BVSN,Internet Software & Services,"BroadVision, Inc.",NGM
BVX,Medical Instruments & Supplies,Bovie Medical Corporation,ASE
BW,Industrial Electrical Equipment,"Babcock & Wilcox Enterprises, Inc.",NYQ
BWA,Auto Parts,BorgWarner Inc.,NYQ
BWEN,Diversified Machinery,"Broadwind Energy, Inc.",NCM
BWFG,Regional - Northeast Banks,"Bankwell Financial Group, Inc.",NGM
BWINB,Property & Casualty Insurance,"Baldwin & Lyons, Inc.",NGM
BWLD,Restaurants,"Buffalo Wild Wings, Inc.",NMS
BWMG,"Recreational Goods, Other","Brownie's Marine Group, Inc.",PNK
BWOWF,Farm & Construction Machinery,Wowjoint Holdings Limited,PNK
BWP,Oil & Gas Pipelines,"Boardwalk Pipeline Partners, LP",NYQ
BWPC,Independent Oil & Gas,Blue Water Petroleum Corp.,PNK
BWXT,Aerospace/Defense Products & Services,"BWX Technologies, Inc.",NYQ
BX,Asset Management,The Blackstone Group L.P.,NYQ
BXC,Building Materials Wholesale,Bluelinx Holdings Inc.,NYQ
BXE,Independent Oil & Gas,Bellatrix Exploration Ltd.,NYQ
BXMT,REIT - Diversified,"Blackstone Mortgage Trust, Inc.",NYQ
BXP,REIT - Office,"Boston Properties, Inc.",NYQ
